animal_id;data_nasc;sexo;grupo;data_peso_anterior;peso_anterior;data_peso_atual;peso_atual
PT235259361;26-12-2024;M;TROLHO13;09-10-2025;254;27-01-2026;396
PT235277242;30-10-2024;M;TROLHO10;22-08-2025;310;28-01-2026;546
PT235279284;05-11-2024;F;TROLHO81;11-07-2025;208;27-01-2026;396
PT235279524;06-11-2024;M;SEM PARQUE;23-07-2025;328;13-11-2025;497
PT235279529;12-11-2024;F;TROLHO81;23-07-2025;284;27-01-2026;452
PT235279562;28-10-2024;M;TROLHO10;26-06-2025;298;28-01-2026;612
PT235279581;09-12-2024;M;TROLHO2;11-07-2025;154;26-01-2026;400
PT235279586;12-11-2024;M;TROLHO10;26-06-2025;264;28-01-2026;514
PT235292271;31-03-2025;M;MRUIVO18;26-11-2025;255;22-12-2025;287
PT235292276;03-05-2025;F;MRUIVO10;28-11-2025;217;22-12-2025;252
PT235311410;03-04-2025;F;MRUIVO12;13-01-2026;280;13-01-2026;280
PT235320745;01-06-2025;M;MRUIVO19;31-12-2025;260;23-01-2026;291
PT235325955;22-07-2025;F;MRUIVO10;31-12-2025;195;23-01-2026;223
PT235344789;01-07-2025;F;MRUIVO10;31-12-2025;203;23-01-2026;203
PT235344802;06-07-2025;M;ENF, TR FRISIOS;30-12-2025;148;22-01-2026;184
PT235344845;07-08-2025;M;ENF, TR FRISIOS;30-12-2025;154;22-01-2026;191
PT235344864;21-08-2025;M;ENF, TR FRISIOS;30-12-2025;144;22-01-2026;175
PT235350686;09-07-2025;M;MRUIVO19;31-12-2025;213;23-01-2026;231
PT235375950;05-07-2025;F;MRUIVO10;31-12-2025;211;23-01-2026;232
PT235388165;05-08-2025;F;MRUIVO10;31-12-2025;176;23-01-2026;195
PT235569095;04-02-2025;M;MRUIVO16;20-01-2026;355;20-01-2026;355
PT235569552;24-11-2024;F;TROLHO89;26-09-2025;218;26-01-2026;330
PT235569557;24-11-2024;F;TROLHO89;26-09-2025;218;26-01-2026;392
PT235571857;24-12-2024;F;TROLHO91;09-10-2025;262;26-01-2026;392
PT235572021;15-02-2025;M;SEM PARQUE;02-10-2025;184;25-11-2025;241
PT235595259;27-02-2025;M;TROLHO9;24-10-2025;222;27-01-2026;356
PT235603824;10-03-2025;M;MRUIVO16;20-01-2026;228;20-01-2026;228
PT235603829;13-03-2025;F;MRUIVO12;13-01-2026;246;13-01-2026;246
PT235619221;29-12-2024;M;TROLHO1;16-04-2025;162;28-01-2026;454
PT235626557;01-03-2025;F;MRUIVO13;12-11-2025;217;05-12-2025;241
PT235646079;27-11-2024;M;TROLHO19;07-04-2025;244;26-01-2026;584
PT235647601;20-01-2025;M;TROLHO24;05-06-2025;292;27-01-2026;564
PT235647620;06-05-2025;M;TROLHO20;26-09-2025;254;27-01-2026;418
PT235655724;28-01-2025;M;TROLHO14;22-08-2025;276;26-01-2026;500
PT235662951;03-03-2025;F;MRUIVO12;13-01-2026;243;13-01-2026;243
PT235663144;21-01-2025;F;MRUIVO12;13-01-2026;434;13-01-2026;434
PT235663182;16-04-2025;F;MRUIVO12;13-01-2026;326;13-01-2026;326
PT235683284;20-03-2025;F;MRUIVO12;13-01-2026;300;13-01-2026;300
PT235684194;25-09-2024;F;TROLHO80;19-02-2025;100;23-01-2026;356
PT235685900;17-11-2024;M;TROLHO17;03-10-2025;290;27-01-2026;460
PT235685981;26-12-2024;F;TROLHO60;09-10-2025;258;26-01-2026;387
PT235685986;23-03-2025;F;TROLHO60;09-10-2025;236;26-01-2026;396
PT235686150;26-12-2024;M;TROLHO13;09-10-2025;278;27-01-2026;402
PT235686155;09-01-2025;F;TROLHO91;09-10-2025;210;26-01-2026;349
PT235686259;20-03-2025;M;TROLHO11;09-10-2025;222;28-01-2026;372
PT235702381;16-04-2025;M;MRUIVO19;31-12-2025;274;23-01-2026;290
PT235702763;28-03-2025;F;MRUIVO14;17-12-2025;276;06-01-2026;287
PT235702768;30-03-2025;M;MRUIVO15;17-12-2025;283;14-01-2026;327
PT235702782;22-04-2025;M;MRUIVO15;17-12-2025;319;14-01-2026;353
PT235702787;29-04-2025;F;MRUIVO14;17-12-2025;212;06-01-2026;244
PT235707317;09-12-2024;F;SEM PARQUE;12-11-2025;195;12-11-2025;195
PT235707331;31-12-2024;F;MRUIVO13;12-11-2025;247;05-12-2025;257
PT235707336;16-01-2025;F;MRUIVO13;12-11-2025;243;05-12-2025;263
PT235707992;04-12-2024;M;TROLHO12;09-07-2025;312;28-01-2026;602
PT235707997;10-12-2024;M;TROLHO14;09-07-2025;258;26-01-2026;570
PT235708000;17-12-2024;F;TROLHO75_76;09-07-2025;222;27-01-2026;425
PT235708024;24-01-2025;M;TROLHO2;09-07-2025;204;26-01-2026;470
PT235708500;22-11-2024;F;TROLHO90;01-08-2025;268;26-01-2026;440
PT235708505;25-11-2024;F;TROLHO90;01-08-2025;254;26-01-2026;510
PT235708524;09-12-2024;M;TROLHO12;01-08-2025;298;28-01-2026;580
PT235708529;10-12-2024;M;TROLHO12;01-08-2025;278;28-01-2026;568
PT235708543;02-01-2025;M;TROLHO18;01-08-2025;288;28-01-2026;522
PT235708845;06-03-2025;M;MRUIVO22;12-11-2025;254;28-11-2025;262
PT235712088;06-12-2024;M;TROLHO24;29-05-2025;226;27-01-2026;492
PT235727797;29-11-2024;M;TROLHO24;29-05-2025;222;27-01-2026;418
PT235753390;26-12-2024;M;TROLHO13;09-10-2025;330;27-01-2026;452
PT235753395;17-01-2025;F;TROLHO60;09-10-2025;196;26-01-2026;335
PT235763073;31-03-2025;F;TROLHO60;10-11-2025;237;26-01-2026;334
PT235763078;04-05-2025;M;MRUIVO22;10-11-2025;157;28-11-2025;180
PT235764322;12-02-2025;M;TROLHO14;22-08-2025;322;26-01-2026;580
PT235764327;12-02-2025;F;TROLHO90;22-08-2025;300;26-01-2026;483
PT235765374;01-07-2025;F;MRUIVO9;20-01-2026;246;20-01-2026;246
PT235767052;14-04-2025;F;TROLHO89;24-10-2025;209;26-01-2026;288
PT235895328;31-12-2024;F;TROLHO90;22-08-2025;226;26-01-2026;404
PT235907576;20-01-2025;M;MRUIVO26;19-11-2025;179;05-12-2025;216
PT235907595;26-01-2025;F;MRUIVO13;19-11-2025;267;05-12-2025;288
PT235909174;22-05-2025;M;MRUIVO20;23-01-2026;193;23-01-2026;193
PT235909179;27-05-2025;F;MRUIVO9;23-01-2026;212;23-01-2026;212
PT235909537;14-06-2025;M;MRUIVO19;31-12-2025;275;23-01-2026;289
PT235909551;06-07-2025;M;ENF, TR FRISIOS;30-12-2025;195;22-01-2026;233
PT235909570;30-07-2025;F;MRUIVO10;31-12-2025;172;23-01-2026;199
PT235909575;14-08-2025;M;ENF, TR FRISIOS;30-12-2025;159;22-01-2026;198
PT235911856;31-01-2025;F;TROLHO91;07-10-2025;260;26-01-2026;388
PT235911974;31-01-2025;M;TROLHO13;09-10-2025;288;27-01-2026;424
PT235911993;06-02-2025;M;TROLHO11;09-10-2025;202;28-01-2026;338
PT235915033;01-05-2025;F;MRUIVO12;09-01-2026;194;09-01-2026;194
PT235917339;23-02-2025;M;TROLHO16;28-08-2025;220;28-01-2026;420
PT235922388;16-02-2025;F;TROLHO60;17-11-2025;250;26-01-2026;308
PT235925679;18-11-2024;M;TROLHO21;13-06-2025;210;26-01-2026;536
PT235928620;04-12-2024;F;TROLHO79;23-07-2025;232;27-01-2026;410
PT235928625;04-12-2024;M;TROLHO14;23-07-2025;244;26-01-2026;470
PT235928644;01-01-2025;F;TROLHO79;23-07-2025;240;27-01-2026;452
PT235928649;01-01-2025;F;TROLHO79;23-07-2025;244;27-01-2026;470
PT235928663;08-01-2025;F;TROLHO79;23-07-2025;208;27-01-2026;375
PT235928682;04-12-2024;F;TROLHO79;26-06-2025;216;27-01-2026;417
PT235928687;10-12-2024;F;TROLHO79;26-06-2025;246;27-01-2026;432
PT235928700;01-01-2025;F;TROLHO79;26-06-2025;226;27-01-2026;449
PT235928705;01-01-2025;M;TROLHO10;26-06-2025;300;28-01-2026;640
PT235928724;04-11-2024;M;TROLHO14;23-07-2025;246;26-01-2026;500
PT235928729;05-11-2024;F;TROLHO81;23-07-2025;246;27-01-2026;438
PT235928743;21-11-2024;F;TROLHO79;23-07-2025;242;27-01-2026;435
PT235928748;16-11-2024;M;TROLHO2;23-07-2025;208;26-01-2026;480
PT235928762;02-12-2024;F;TROLHO79;23-07-2025;212;27-01-2026;441
PT235928781;14-11-2024;F;TROLHO90;22-08-2025;260;26-01-2026;448
PT235928786;16-11-2024;F;TROLHO90;22-08-2025;210;26-01-2026;388
PT235928809;01-01-2025;M;TROLHO10;22-08-2025;270;28-01-2026;510
PT235929271;18-02-2025;F;TROLHO79;23-07-2025;224;27-01-2026;460
PT235929276;02-01-2025;M;TROLHO14;23-07-2025;222;26-01-2026;490
PT235929290;14-01-2025;M;TROLHO16;23-07-2025;180;28-01-2026;420
PT235929295;30-01-2025;F;TROLHO79;23-07-2025;184;27-01-2026;382
PT235929313;02-05-2025;F;TROLHO89;27-10-2025;178;26-01-2026;290
PT235929875;10-03-2025;F;MRUIVO13;12-11-2025;237;05-12-2025;243
PT235931712;01-06-2025;M;TROLHO9;31-10-2025;201;27-01-2026;316
PT235931717;01-06-2025;F;TROLHO60;31-10-2025;169;26-01-2026;259
PT235941679;26-04-2025;M;MRUIVO16;20-01-2026;276;20-01-2026;276
PT235948227;12-03-2025;F;MRUIVO12;13-01-2026;332;13-01-2026;332
PT235948302;30-12-2024;F;TROLHO89;10-11-2025;252;26-01-2026;354
PT235949279;28-03-2025;F;TROLHO89;10-11-2025;264;26-01-2026;394
PT235949298;10-04-2025;F;TROLHO60;10-11-2025;245;26-01-2026;325
PT235949670;24-03-2025;F;MRUIVO12;13-01-2026;288;13-01-2026;288
PT235949736;05-04-2025;F;MRUIVO14;19-12-2025;157;06-01-2026;189
PT235955572;10-03-2025;M;MRUIVO17;12-12-2025;200;06-01-2026;246
PT235955577;11-03-2025;M;MRUIVO17;12-12-2025;197;06-01-2026;239
PT235955614;10-03-2025;F;TROLHO90;22-08-2025;234;26-01-2026;389
PT235956260;09-03-2025;M;TROLHO17;02-10-2025;236;27-01-2026;390
PT235956265;15-02-2025;M;TROLHO17;02-10-2025;246;27-01-2026;400
PT235956284;02-04-2025;M;TROLHO19;02-10-2025;228;26-01-2026;386
PT235956289;02-04-2025;F;MRUIVO14;12-12-2025;190;06-01-2026;230
PT235957274;25-03-2025;M;TROLHO11;14-10-2025;221;28-01-2026;370
PT235957279;25-03-2025;F;TROLHO91;14-10-2025;223;26-01-2026;348
PT235958702;16-01-2025;M;MRUIVO26;14-11-2025;164;05-12-2025;207
PT235959259;25-02-2025;M;MRUIVO26;14-11-2025;205;05-12-2025;249
PT235959273;15-03-2025;M;MRUIVO26;14-11-2025;173;05-12-2025;200
PT235959278;17-03-2025;M;MRUIVO26;14-11-2025;232;05-12-2025;250
PT235959292;29-06-2025;F;MRUIVO13;14-11-2025;157;05-12-2025;176
PT235959297;30-06-2025;F;MRUIVO13;14-11-2025;166;05-12-2025;176
PT235959471;08-06-2025;M;MRUIVO21;19-01-2026;355;19-01-2026;355
PT235959495;09-06-2025;M;MRUIVO21;20-01-2026;315;20-01-2026;315
PT235959976;15-03-2025;M;ENFERMARIA MR;20-01-2026;307;20-01-2026;307
PT235970624;03-03-2025;M;MRUIVO21;19-01-2026;342;19-01-2026;342
PT235970643;14-04-2025;F;TROLHO60;17-11-2025;217;26-01-2026;291
PT235971478;01-02-2025;F;MRUIVO12;13-01-2026;382;13-01-2026;382
PT235972123;07-04-2025;F;MRUIVO12;13-01-2026;345;13-01-2026;345
PT235972463;12-05-2025;M;MRUIVO21;19-01-2026;273;19-01-2026;273
PT235972482;08-05-2025;M;MRUIVO9;20-01-2026;237;20-01-2026;237
PT235972487;04-04-2025;M;MRUIVO16;20-01-2026;305;20-01-2026;305
PT235974769;24-02-2025;F;MRUIVO9;21-01-2026;237;21-01-2026;237
PT235977494;01-01-2025;M;TROLHO18;11-07-2025;194;28-01-2026;492
PT235977499;06-01-2025;M;TROLHO19;26-06-2025;216;26-01-2026;468
PT235977512;07-01-2025;M;TROLHO18;29-09-2025;144;26-01-2026;236
PT235977517;13-01-2025;M;TROLHO8;10-07-2025;104;26-01-2026;300
PT235977536;29-01-2025;F;TROLHO89;20-10-2025;198;26-01-2026;362
PT235977550;06-02-2025;F;TROLHO79;26-06-2025;204;27-01-2026;444
PT235977574;16-01-2025;M;TROLHO2;07-08-2025;210;26-01-2026;426
PT235977579;16-01-2025;M;TROLHO19;22-08-2025;194;26-01-2026;476
PT235978224;24-04-2025;F;MRUIVO10;05-12-2025;180;22-12-2025;210
PT235978422;05-03-2025;F;TROLHO89;29-09-2025;210;26-01-2026;359
PT235978460;30-01-2025;M;TROLHO2;09-07-2025;188;26-01-2026;470
PT235982801;05-05-2025;M;MRUIVO21;16-01-2026;276;16-01-2026;276
PT235982806;05-05-2025;M;MRUIVO21;16-01-2026;263;16-01-2026;263
PT235982820;19-05-2025;F;MRUIVO10;05-12-2025;169;22-12-2025;191
PT235982825;26-05-2025;F;MRUIVO10;05-12-2025;155;22-12-2025;167
PT235983631;24-01-2025;M;TROLHO14;23-07-2025;252;26-01-2026;510
PT235983636;24-01-2025;F;TROLHO79;23-07-2025;248;27-01-2026;447
PT235983650;17-02-2025;F;TROLHO79;23-07-2025;204;27-01-2026;367
PT235983655;26-03-2025;M;TROLHO18;06-10-2025;226;26-01-2026;370
PT235983730;10-02-2025;M;TROLHO2;01-08-2025;204;26-01-2026;420
PT235983735;12-02-2025;F;TROLHO4;20-10-2025;190;26-01-2026;310
PT235983759;01-04-2025;M;TROLHO18;20-10-2025;212;27-01-2026;400
PT235983810;28-01-2025;F;TROLHO90;07-08-2025;208;26-01-2026;447
PT235983834;19-02-2025;F;TROLHO90;07-08-2025;180;26-01-2026;376
PT235983839;20-02-2025;F;TROLHO89;06-10-2025;236;26-01-2026;345
PT235983853;20-02-2025;M;TROLHO2;07-08-2025;210;26-01-2026;460
PT235983858;05-03-2025;F;TROLHO4;06-10-2025;246;26-01-2026;430
PT235983919;30-01-2025;F;TROLHO90;22-08-2025;214;26-01-2026;417
PT235983933;06-03-2025;F;TROLHO90;22-08-2025;172;26-01-2026;336
PT235983938;08-04-2025;F;TROLHO89;06-10-2025;216;26-01-2026;331
PT235984084;05-03-2025;M;TROLHO2;09-07-2025;180;26-01-2026;468
PT235984089;07-04-2025;F;TROLHO60;06-10-2025;164;26-01-2026;286
PT235984881;07-04-2025;F;TROLHO89;24-10-2025;258;26-01-2026;343
PT235984886;10-04-2025;M;TROLHO9;24-10-2025;228;27-01-2026;336
PT235984904;02-06-2025;M;MRUIVO17;24-10-2025;185;07-01-2026;217
PT235984909;23-06-2025;F;MRUIVO10;31-12-2025;239;23-01-2026;264
PT235984923;08-08-2025;F;MRUIVO10;31-12-2025;198;23-01-2026;193
PT235986026;28-04-2025;M;MRUIVO26;19-11-2025;219;05-12-2025;248
PT235989652;08-04-2025;F;MRUIVO12;13-01-2026;279;13-01-2026;279
PT235989836;24-04-2025;F;MRUIVO12;13-01-2026;315;13-01-2026;315
PT235989855;25-04-2025;F;MRUIVO12;13-01-2026;251;13-01-2026;251
PT235989930;15-04-2025;M;MRUIVO15;24-12-2025;250;14-01-2026;254
PT235990542;08-07-2025;M;MRUIVO20;20-01-2026;202;20-01-2026;202
PT235990801;22-02-2025;M;MRUIVO23;31-12-2025;306;31-12-2025;306
PT235990806;07-04-2025;M;MRUIVO23;31-12-2025;245;31-12-2025;245
PT236018134;05-06-2025;M;MRUIVO21;19-01-2026;315;19-01-2026;315
PT236021948;13-04-2025;M;MRUIVO17;10-12-2025;180;06-01-2026;220
PT236021962;04-05-2025;M;MRUIVO17;10-12-2025;226;06-01-2026;265
PT236021967;19-05-2025;M;MRUIVO17;10-12-2025;176;06-01-2026;219
PT236023829;06-06-2025;F;MRUIVO9;20-01-2026;297;20-01-2026;297
PT236024630;29-12-2024;F;MRUIVO14;12-12-2025;208;06-01-2026;231
PT236025040;27-05-2025;F;MRUIVO14;12-12-2025;205;06-01-2026;233
PT236027988;17-03-2025;M;TROLHO18;26-09-2025;238;27-01-2026;416
PT236028096;16-06-2025;F;TROLHO89;26-09-2025;194;26-01-2026;363
PT236028114;18-06-2025;M;TROLHO22;26-09-2025;248;26-01-2026;438
PT236029623;25-04-2025;M;MRUIVO20;20-01-2026;331;20-01-2026;331
PT236032659;26-03-2025;M;MRUIVO15;17-12-2025;281;14-01-2026;330
PT236032673;12-05-2025;M;MRUIVO15;17-12-2025;228;14-01-2026;251
PT236032678;28-05-2025;M;MRUIVO15;17-12-2025;219;14-01-2026;236
PT236034479;01-08-2025;M;ENF, TR FRISIOS;30-12-2025;198;22-01-2026;242
PT236037161;18-07-2025;F;MRUIVO10;31-12-2025;196;23-01-2026;214
PT236040654;18-08-2025;M;MRUIVO21;20-01-2026;241;20-01-2026;241
PT236040734;22-04-2025;M;MRUIVO20;20-01-2026;204;20-01-2026;204
PT236040739;26-04-2025;M;MRUIVO20;;;;
PT236041724;18-07-2025;F;MRUIVO12;;;;
PT236042092;13-06-2025;M;MRUIVO15;;;;
PT236042097;14-06-2025;M;MRUIVO15;;;;
PT236042479;24-03-2025;F;MRUIVO12;;;;
PT236042691;06-03-2025;F;MRUIVO9;;;;
PT236043648;30-04-2025;F;MRUIVO9;;;;
PT236043704;08-05-2025;M;MRUIVO20;;;;
PT236043728;28-03-2025;F;MRUIVO9;;;;
PT236043766;02-04-2025;F;MRUIVO12;;;;
PT236043940;12-04-2025;M;MRUIVO21;;;;
PT236043969;06-04-2025;M;MRUIVO16;;;;
PT236044312;01-04-2025;F;MRUIVO12;;;;
PT236044336;03-04-2025;F;MRUIVO12;;;;
PT236044393;27-04-2025;F;MRUIVO12;;;;
PT236044454;11-04-2025;F;MRUIVO12;;;;
PT236044459;17-04-2025;F;MRUIVO12;;;;
PT236050332;04-03-2025;F;TROLHO91;;;;
PT236050979;17-03-2025;M;MRUIVO26;;;;
PT236050993;01-05-2025;M;MRUIVO26;;;;
PT236050998;02-05-2025;F;MRUIVO13;;;;
PT236051100;06-04-2025;F;MRUIVO14;;;;
PT236051105;14-04-2025;M;MRUIVO15;;;;
PT236051124;24-05-2025;F;MRUIVO14;;;;
PT236052930;11-05-2025;F;MRUIVO13;;;;
PT236052935;11-05-2025;M;MRUIVO26;;;;
PT236052959;13-05-2025;M;MRUIVO26;;;;
PT236055400;02-05-2025;F;TROLHO18;;;;
PT236055405;02-05-2025;M;TROLHO2;;;;
PT236061482;12-02-2025;M;MRUIVO16;;;;
PT236064612;19-03-2025;M;MRUIVO18;;;;
PT236064617;20-03-2025;F;MRUIVO10;;;;
PT236064631;24-03-2025;F;MRUIVO10;;;;
PT236065461;03-05-2025;M;MRUIVO19;;;;
PT236065480;02-06-2025;F;MRUIVO10;;;;
PT236065485;08-06-2025;M;MRUIVO19;;;;
PT236066550;30-04-2025;M;TROLHO16;;;;
PT236067564;16-02-2025;M;TROLHO17;;;;
PT236067569;17-02-2025;F;TROLHO91;;;;
PT236067601;15-02-2025;M;TROLHO20;;;;
PT236067606;01-06-2025;F;TROLHO60;;;;
PT236067620;15-02-2025;M;MRUIVO26;;;;
PT236067625;01-03-2025;M;MRUIVO26;;;;
PT236072612;01-03-2025;M;MRUIVO18;;;;
PT236072617;04-03-2025;M;MRUIVO18;;;;
PT236072631;06-03-2025;F;MRUIVO10;;;;
PT236072636;10-03-2025;F;MRUIVO10;;;;
PT236072650;13-03-2025;F;MRUIVO10;;;;
PT236072693;27-03-2025;M;MRUIVO18;;;;
PT236072698;28-03-2025;M;MRUIVO18;;;;
PT236072711;08-05-2025;M;MRUIVO18;;;;
PT236072716;11-05-2025;F;MRUIVO10;;;;
PT236072730;17-05-2025;M;MRUIVO18;;;;
PT236072735;20-05-2025;M;MRUIVO18;;;;
PT236072759;05-06-2025;M;MRUIVO18;;;;
PT236072778;11-06-2025;F;MRUIVO10;;;;
PT236078954;17-06-2025;M;MRUIVO23;;;;
PT236078959;17-06-2025;M;MRUIVO12;;;;
PT236086039;15-03-2025;M;TROLHO11;;;;
PT236086058;15-03-2025;F;TROLHO91;;;;
PT236088439;20-04-2025;M;MRUIVO18;;;;
PT236089264;21-04-2025;F;MRUIVO9;;;;
PT236089269;02-07-2025;F;MRUIVO9;;;;
PT236094374;27-04-2025;F;MRUIVO12;;;;
PT236094454;25-03-2025;M;TROLHO11;;;;
PT236095581;12-04-2025;M;MRUIVO21;;;;
PT236095789;07-05-2025;M;MRUIVO26;;;;
PT236095821;25-03-2025;M;TROLHO9;;;;
PT236095845;08-05-2025;M;ENFERMARIA MR;;;;
PT236098216;08-06-2025;F;MRUIVO10;;;;
PT236098254;19-06-2025;F;MRUIVO10;;;;
PT236098259;22-06-2025;M;MRUIVO19;;;;
PT236098310;29-06-2025;M;MRUIVO19;;;;
PT236098339;12-07-2025;F;MRUIVO10;;;;
PT236098372;12-08-2025;M;ENF, TR FRISIOS;;;;
PT236098377;26-07-2025;F;MRUIVO10;;;;
PT236098391;02-08-2025;F;MRUIVO10;;;;
PT236098396;03-08-2025;M;ENF, TR FRISIOS;;;;
PT236099225;28-05-2025;F;MRUIVO13;;;;
PT236101058;10-06-2025;M;MRUIVO22;;;;
PT236104141;20-05-2025;M;MRUIVO26;;;;
PT236108460;23-04-2025;M;TROLHO13;;;;
PT236108484;01-05-2025;M;TROLHO11;;;;
PT236108489;03-05-2025;M;TROLHO11;;;;
PT236108625;30-06-2025;M;MRUIVO20;;;;
PT236108668;15-09-2025;M;MRUIVO21;;;;
PT236110024;15-05-2025;M;TROLHO11;;;;
PT236110029;15-05-2025;M;TROLHO13;;;;
PT236122886;30-07-2025;M;MRUIVO22;;;;
PT236122966;02-06-2025;M;MRUIVO20;;;;
PT236123111;27-04-2025;F;MRUIVO9;;;;
PT236123210;14-05-2025;F;MRUIVO12;;;;
PT236123536;18-05-2025;M;MRUIVO20;;;;
PT236124700;17-08-2025;F;MRUIVO12;;;;
PT236127114;15-04-2025;M;MRUIVO17;;;;
PT236127190;05-05-2025;M;MRUIVO21;;;;
PT236135294;23-07-2025;M;MRUIVO22;;;;
PT236135312;24-07-2025;F;TROLHO60;;;;
PT236135336;24-07-2025;F;MRUIVO12;;;;
PT236136161;05-06-2025;F;TROLHO89;;;;
PT236136166;07-06-2025;F;MRUIVO13;;;;
PT236138042;27-05-2025;M;MRUIVO15;;;;
PT236138047;19-06-2025;F;MRUIVO14;;;;
PT236140687;18-04-2025;M;MRUIVO18;;;;
PT236140743;11-08-2025;M;MRUIVO18;;;;
PT236140748;18-08-2025;F;MRUIVO10;;;;
PT236143096;21-04-2025;M;TROLHO9;;;;
PT236143331;19-08-2025;M;TROLHO9;;;;
PT236143336;19-08-2025;F;TROLHO89;;;;
PT236147419;04-07-2025;F;TROLHO91;;;;
PT236147433;08-07-2025;M;TROLHO11;;;;
PT236147438;10-07-2025;M;TROLHO13;;;;
PT236147556;14-05-2025;F;MRUIVO12;;;;
PT324590309;30-01-2025;M;MRUIVO18;;;;
PT324590342;20-02-2025;F;MRUIVO10;;;;
PT324778726;15-07-2025;M;MRUIVO19;;;;
PT333936396;07-05-2025;M;MRUIVO22;;;;
PT334106977;20-12-2024;F;MRUIVO14;;;;
PT334548975;25-02-2025;M;MRUIVO26;;;;
PT334635397;10-04-2025;F;MRUIVO14;;;;
PT334854200;22-08-2025;M;ENF, TR FRISIOS;;;;
PT334867071;11-06-2025;M;ENF, TR FRISIOS;;;;
PT334878386;22-06-2025;M;MRUIVO19;;;;
PT335025871;15-03-2025;M;MRUIVO26;;;;
PT335085738;09-09-2024;F;MRUIVO13;;;;
PT335088104;23-10-2024;F;TROLHO81;;;;
PT335088109;25-10-2024;M;TROLHO14;;;;
PT335107206;05-04-2025;F;MRUIVO14;;;;
PT335108437;10-04-2025;F;MRUIVO14;;;;
PT335108451;02-04-2025;M;MRUIVO25;;;;
PT335147207;22-04-2025;F;MRUIVO14;;;;
PT335227614;18-12-2024;F;TROLHO89;;;;
PT335229274;29-04-2025;M;MRUIVO18;;;;
PT335277237;28-10-2024;M;TROLHO10;;;;
PT335279514;28-10-2024;F;TROLHO81;;;;
PT335279519;06-11-2024;F;TROLHO81;;;;
PT335279533;21-11-2024;F;TROLHO79;;;;
PT335279538;21-11-2024;F;TROLHO79;;;;
PT335279552;23-10-2024;F;TROLHO81;;;;
PT335279557;05-11-2024;M;TROLHO12;;;;
PT335279571;06-11-2024;F;TROLHO81;;;;
PT335281197;23-02-2025;M;MRUIVO18;;;;
PT335289650;01-03-2025;M;MRUIVO21;;;;
PT335304952;31-12-2024;M;TROLHO16;;;;
PT335305268;13-01-2025;F;TROLHO60;;;;
PT335311382;23-03-2025;F;MRUIVO12;;;;
PT335312150;17-06-2025;F;MRUIVO12;;;;
PT335325983;20-08-2025;M;ENF, TR FRISIOS;;;;
PT335344774;19-06-2025;M;MRUIVO19;;;;
PT335344793;02-07-2025;M;ENF, TR FRISIOS;;;;
PT335344830;27-07-2025;F;MRUIVO10;;;;
PT335344859;14-08-2025;M;ENF, TR FRISIOS;;;;
PT335350454;08-07-2025;M;MRUIVO17;;;;
PT335384558;12-08-2025;F;MRUIVO10;;;;
PT335569547;17-11-2024;M;TROLHO20;;;;
PT335569566;01-05-2025;M;TROLHO20;;;;
PT335569646;01-12-2024;F;TROLHO75_76;;;;
PT335571861;03-01-2025;M;TROLHO13;;;;
PT335575840;13-11-2024;M;SEM PARQUE;;;;
PT335575845;18-11-2024;M;TROLHO18;;;;
PT335583746;30-08-2024;M;TROLHO19;;;;
PT335595268;16-07-2025;M;TROLHO9;;;;
PT335626547;25-02-2025;F;MRUIVO13;;;;
PT335647172;29-01-2025;F;MRUIVO13;;;;
PT335647597;31-12-2024;M;TROLHO24;;;;
PT335654224;15-03-2025;F;TROLHO89;;;;
PT335654229;16-03-2025;F;TROLHO89;;;;
PT335654540;03-11-2024;M;TROLHO1;;;;
PT335654545;10-11-2024;M;TROLHO1;;;;
PT335655719;25-01-2025;F;TROLHO90;;;;
PT335658369;21-07-2025;M;ENF, TR FRISIOS;;;;
PT335660485;25-01-2025;M;MRUIVO22;;;;
PT335661913;20-01-2025;F;MRUIVO13;;;;
PT335662743;04-03-2025;M;MRUIVO16;;;;
PT335662762;31-03-2025;F;MRUIVO12;;;;
PT335662781;04-04-2025;F;MRUIVO12;;;;
PT335662842;31-03-2025;M;MRUIVO16;;;;
PT335662847;01-04-2025;F;MRUIVO12;;;;
PT335663172;31-03-2025;F;MRUIVO12;;;;
PT335663191;12-07-2025;F;MRUIVO9;;;;
PT335685891;16-11-2024;F;TROLHO91;;;;
PT335685896;16-11-2024;M;TROLHO17;;;;
PT335702758;25-03-2025;M;MRUIVO15;;;;
PT335702772;03-04-2025;M;MRUIVO15;;;;
PT335702777;12-04-2025;M;MRUIVO15;;;;
PT335702791;16-05-2025;M;MRUIVO15;;;;
PT335702796;18-05-2025;M;MRUIVO15;;;;
PT335707321;29-12-2024;M;MRUIVO22;;;;
PT335707340;19-01-2025;M;MRUIVO22;;;;
PT335707345;07-05-2025;F;MRUIVO13;;;;
PT335708014;07-01-2025;F;TROLHO79;;;;
PT335708019;24-01-2025;M;TROLHO2;;;;
PT335708519;06-12-2024;M;TROLHO21;;;;
PT335708538;02-01-2025;M;TROLHO16;;;;
PT335712092;09-12-2024;M;TROLHO24;;;;
PT335727800;08-12-2024;M;TROLHO24;;;;
PT335729347;23-11-2024;F;TROLHO90;;;;
PT335732892;27-01-2025;M;MRUIVO16;;;;
PT335736390;05-11-2024;M;TROLHO17;;;;
PT335736395;09-11-2024;M;TROLHO17;;;;
PT335748374;31-12-2024;M;TROLHO13;;;;
